path,Statcast,PitchFX,Pre-tracking
liveData.boxscore.teams.home.players.ID449097.seasonStats.pitching.whip,N/A,str,N/A
liveData.boxscore.teams.home.players.ID449097.seasonStats.pitching.wildPitches,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.seasonStats.pitching.winPercentage,N/A,str,N/A
liveData.boxscore.teams.home.players.ID449097.seasonStats.pitching.wins,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.fielding.assists,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.fielding.caughtStealing,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.fielding.chances,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.fielding.errors,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.fielding.fielding,N/A,str,N/A
liveData.boxscore.teams.home.players.ID449097.stats.fielding.passedBall,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.fielding.pickoffs,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.fielding.putOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.fielding.stolenBasePercentage,N/A,str,N/A
liveData.boxscore.teams.home.players.ID449097.stats.fielding.stolenBases,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.airOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.atBats,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.balks,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.balls,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.baseOnBalls,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.battersFaced,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.blownSaves,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.catchersInterference,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.caughtStealing,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.completeGames,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.doubles,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.earnedRuns,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.flyOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.gamesFinished,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.gamesPitched,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.gamesPlayed,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.gamesStarted,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.groundOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.hitBatsmen,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.hitByPitch,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.hits,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.holds,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.homeRuns,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.homeRunsPer9,N/A,str,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.inheritedRunners,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.inheritedRunnersScored,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.inningsPitched,N/A,str,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.intentionalWalks,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.lineOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.losses,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.note,N/A,str,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.numberOfPitches,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.outs,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.passedBall,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.pickoffs,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.pitchesThrown,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.popOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.rbi,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.runs,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.runsScoredPer9,N/A,str,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.sacBunts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.sacFlies,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.saveOpportunities,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.saves,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.shutouts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.stolenBasePercentage,N/A,str,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.stolenBases,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.strikeOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.strikePercentage,N/A,str,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.strikes,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.summary,N/A,str,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.triples,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.wildPitches,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.stats.pitching.wins,N/A,int,N/A
liveData.boxscore.teams.home.players.ID449097.status.code,N/A,str,N/A
liveData.boxscore.teams.home.players.ID449097.status.description,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.gameStatus.isCurrentBatter,N/A,bool,N/A
liveData.boxscore.teams.home.players.ID452657.gameStatus.isCurrentPitcher,N/A,bool,N/A
liveData.boxscore.teams.home.players.ID452657.gameStatus.isOnBench,N/A,bool,N/A
liveData.boxscore.teams.home.players.ID452657.gameStatus.isSubstitute,N/A,bool,N/A
liveData.boxscore.teams.home.players.ID452657.jerseyNumber,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.parentTeamId,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.person.fullName,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.person.id,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.person.link,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.position.abbreviation,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.position.code,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.position.name,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.position.type,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.airOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.atBats,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.atBatsPerHomeRun,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.avg,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.babip,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.baseOnBalls,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.catchersInterference,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.caughtStealing,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.doubles,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.flyOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.gamesPlayed,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.groundIntoDoublePlay,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.groundIntoTriplePlay,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.groundOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.groundOutsToAirouts,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.hitByPitch,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.hits,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.homeRuns,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.intentionalWalks,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.leftOnBase,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.lineOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.obp,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.ops,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.pickoffs,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.plateAppearances,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.popOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.rbi,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.runs,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.sacBunts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.sacFlies,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.slg,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.stolenBasePercentage,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.stolenBases,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.strikeOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.totalBases,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.batting.triples,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.fielding.assists,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.fielding.caughtStealing,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.fielding.chances,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.fielding.errors,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.fielding.fielding,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.fielding.passedBall,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.fielding.pickoffs,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.fielding.putOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.fielding.stolenBasePercentage,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.fielding.stolenBases,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.airOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.atBats,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.balks,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.balls,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.baseOnBalls,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.battersFaced,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.blownSaves,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.catchersInterference,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.caughtStealing,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.completeGames,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.doubles,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.earnedRuns,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.era,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.flyOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.gamesFinished,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.gamesPitched,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.gamesPlayed,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.gamesStarted,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.groundOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.groundOutsToAirouts,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.hitBatsmen,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.hitByPitch,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.hits,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.hitsPer9Inn,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.holds,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.homeRuns,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.homeRunsPer9,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.inheritedRunners,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.inheritedRunnersScored,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.inningsPitched,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.intentionalWalks,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.lineOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.losses,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.numberOfPitches,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.obp,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.outs,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.passedBall,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.pickoffs,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.pitchesPerInning,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.popOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.rbi,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.runs,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.runsScoredPer9,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.sacBunts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.sacFlies,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.saveOpportunities,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.saves,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.shutouts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.stolenBasePercentage,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.stolenBases,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.strikeOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.strikePercentage,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.strikeoutWalkRatio,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.strikeoutsPer9Inn,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.strikes,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.triples,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.walksPer9Inn,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.whip,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.wildPitches,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.winPercentage,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.seasonStats.pitching.wins,N/A,int,N/A
liveData.boxscore.teams.home.players.ID452657.status.code,N/A,str,N/A
liveData.boxscore.teams.home.players.ID452657.status.description,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.allPositions.abbreviation,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.allPositions.code,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.allPositions.name,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.allPositions.type,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.battingOrder,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.gameStatus.isCurrentBatter,N/A,bool,N/A
liveData.boxscore.teams.home.players.ID453056.gameStatus.isCurrentPitcher,N/A,bool,N/A
liveData.boxscore.teams.home.players.ID453056.gameStatus.isOnBench,N/A,bool,N/A
liveData.boxscore.teams.home.players.ID453056.gameStatus.isSubstitute,N/A,bool,N/A
liveData.boxscore.teams.home.players.ID453056.jerseyNumber,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.parentTeamId,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.person.fullName,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.person.id,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.person.link,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.position.abbreviation,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.position.code,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.position.name,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.position.type,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.airOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.atBats,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.atBatsPerHomeRun,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.avg,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.babip,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.baseOnBalls,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.catchersInterference,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.caughtStealing,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.doubles,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.flyOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.gamesPlayed,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.groundIntoDoublePlay,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.groundIntoTriplePlay,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.groundOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.groundOutsToAirouts,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.hitByPitch,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.hits,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.homeRuns,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.intentionalWalks,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.leftOnBase,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.lineOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.obp,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.ops,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.pickoffs,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.plateAppearances,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.popOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.rbi,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.runs,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.sacBunts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.sacFlies,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.slg,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.stolenBasePercentage,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.stolenBases,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.strikeOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.totalBases,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.batting.triples,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.fielding.assists,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.fielding.caughtStealing,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.fielding.chances,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.fielding.errors,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.fielding.fielding,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.fielding.gamesStarted,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.fielding.passedBall,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.fielding.pickoffs,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.fielding.putOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.fielding.stolenBasePercentage,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.fielding.stolenBases,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.airOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.atBats,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.balks,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.balls,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.baseOnBalls,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.battersFaced,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.blownSaves,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.catchersInterference,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.caughtStealing,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.completeGames,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.doubles,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.earnedRuns,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.era,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.flyOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.gamesFinished,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.gamesPitched,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.gamesPlayed,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.gamesStarted,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.groundOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.groundOutsToAirouts,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.hitBatsmen,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.hitByPitch,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.hits,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.hitsPer9Inn,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.holds,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.homeRuns,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.homeRunsPer9,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.inheritedRunners,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.inheritedRunnersScored,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.inningsPitched,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.intentionalWalks,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.lineOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.losses,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.numberOfPitches,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.obp,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.outs,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.passedBall,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.pickoffs,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.pitchesPerInning,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.popOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.rbi,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.runs,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.runsScoredPer9,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.sacBunts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.sacFlies,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.saveOpportunities,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.saves,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.shutouts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.stolenBasePercentage,N/A,str,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.stolenBases,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.strikeOuts,N/A,int,N/A
liveData.boxscore.teams.home.players.ID453056.seasonStats.pitching.strikePercentage,N/A,str,N/A
